ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms,Reached.on.Time_Y.N
2882,F,Flight,4,1,164,2,medium,F,3,1124,1
8349,A,Road,6,1,278,4,medium,M,6,1576,0
10438,B,Ship,4,4,146,10,low,M,1,4351,0
7803,A,Road,5,3,201,2,low,F,1,4548,1
4912,B,Road,3,4,221,3,medium,F,1,5391,0
4058,F,Ship,2,1,166,3,medium,M,6,4280,0
948,F,Road,4,1,264,2,low,M, *7 ,2436,1
2128,B,Ship,3,1,236,2,high,M,2,3949,1
6192,F,Ship,3,5,146,3,medium,F, *7 ,4126,0
3812,F,Road,2,5,147,2,medium,F, *7 ,5499,0
3688,B,Road,4,1,238,3,low,M,4,5449,1
6598,B,Ship,4,1,219,2,medium,F,2,1752,0
9794,F,Ship,3,4,226,3,low,F, *7 ,4411,1
5652,F,Ship,4,3,200,3,medium,M,5,5108,0
4624,B,Ship,5,3,224,2,low,M,6,5962,1
5457,A,Road,3,5,240,8,low,M,9,4436,1
3201,A,Ship,4,3,296,3,low,M,4,1991,0
6932,F,Ship,4,2,201,3,medium,F,6,5616,1
6772,B,Ship,4,4,195,4,medium,M,2,5464,0
4359,A,Road,3,1,201,4,medium,F,9,5721,1
4153,D,Ship,5,4,160,3,high,M,10,5527,0
9176,F,Flight,5,3,224,5,medium,M,9,1643,1
756,F,Ship,3,5,258,3,low,M,17,3033,1
10849,D,Ship,3,2,201,4,medium,M,10,5565,0
8492,F,Flight,3,1,244,3,medium,M,6,4062,1
4970,F,Ship,4,3,275,3,low,F,3,4824,0
5240,F,Ship,3,1,243,3,medium,F,2,5827,1
9041,C,Flight,5,1,158,4,medium,F,4,5687,1
4169,C,Ship,3,5,228,2,low,M,6,5893,0
5079,A,Flight,4,3,181,3,medium,M,10,4541,1
6865,D,Flight,4,3,255,5,low,M,1,1192,0
9235,D,Ship,4,3,141,3,medium,F,3,4249,0
7056,F,Ship,3,3,261,4,low,M,3,5722,1
6604,B,Ship,5,3,221,6,medium,F,3,1960,1
5409,A,Ship,3,1,267,3,low,M,5,5528,0
9003,A,Ship,5,1,133,2,medium,M,1,4643,0
799,D,Road,4,3,184,3,medium,F,19,2774,1
4535,C,Flight,4,5,108,10,medium,F, *7 ,5928,1
3498,F,Ship,3,4,204,2,low,F,10,5844,1
4009,D,Ship,5,4,120,4,high,M,1,4183,0
8198,F,Road,4,5,216,3,medium,F, *7 ,5891,0
6045,A,Flight,4,3,266,5,high,F,5,1590,0
4456,B,Ship,5,1,224,2,medium,M,4,5063,0
8353,D,Flight,6,5,302,4,low,F, *7 ,1592,0
8202,F,Road,3,4,200,3,low,F, *7 ,5400,0
10345,D,Ship,4,3,180,2,medium,M, *7 ,5546,1
6094,B,Ship,4,2,183,2,low,F, *7 ,4921,0
5657,C,Ship,4,5,144,2,low,M,2,4978,0
10119,A,Road,4,5,163,3,medium,F,2,4887,0
4567,D,Ship,6,1,247,4,medium,F,10,1783,0
3842,F,Flight,3,1,164,3,medium,M,2,5488,0
7193,C,Ship,4,4,229,6,low,M,2,1279,0
8849,C,Ship,4,3,263,3,medium,M,3,4677,0
5948,F,Ship,4,1,269,2,medium,F, *7 ,4930,0
2616,F,Flight,3,5,102,6,medium,M,3,1341,1
10810,B,Road,4,2,220,6,medium,M,10,1878,1
6622,B,Ship,4,5,234,3,low,F,4,5100,1
10179,A,Ship,4,4,258,5,low,M,9,1947,1
7091,C,Ship,2,5,264,3,medium,F,3,4320,1
5156,F,Ship,4,3,138,2,medium,M,9,5297,1
8107,D,Ship,4,3,246,3,low,M,5,4384,0
10312,B,Ship,3,5,174,3,low,M, *7 ,5672,1
5479,D,Flight,3,4,225,2,high,M,5,5997,0
7405,D,Flight,4,1,228,5,low,F,6,1727,1
5863,D,Ship,3,3,269,3,low,M,4,4309,0
6516,F,Ship,6,2,293,5,medium,F,4,1281,0
8157,A,Ship,3,1,250,2,low,F,5,4232,0
10509,A,Ship,4,2,222,2,medium,M,10,5115,1
9932,F,Ship,5,3,243,5,medium,M, *7 ,1223,1
8342,F,Road,6,4,285,4,medium,F,10,1422,0
4337,C,Ship,4,3,177,3,medium,F,4,4551,0
7032,F,Ship,5,5,125,3,low,M,10,4997,0
897,A,Ship,4,2,162,2,low,M,16,1014,1
153,A,Flight,3,4,97,4,low,M,32,1238,1
7333,D,Ship,3,3,218,3,medium,M,6,5288,1
2064,F,Flight,4,1,124,2,medium,M,22,1714,1
904,B,Ship,4,1,143,2,medium,M,3,1996,1
7469,C,Ship,6,1,286,4,medium,M,1,1636,0
7748,F,Ship,5,1,262,5,low,F,5,1916,1
2075,C,Ship,3,4,175,2,low,F,2,1072,1
5133,A,Ship,4,4,208,5,medium,F, *7 ,5401,0
3096,F,Ship,4,4,179,2,low,M,18,1369,1
3957,A,Road,3,1,157,3,medium,M,1,4391,0
2686,B,Ship,4,3,271,4,low,F,24,3499,1
9427,D,Road,6,5,245,4,low,M,3,1716,0
7361,C,Ship,4,4,145,3,high,M,2,5665,0
9730,B,Flight,4,1,154,4,medium,M,1,5480,0
10921,D,Ship,4,4,257,5,medium,F,9,1869,1
3699,A,Flight,3,5,169,3,high,F,5,5750,0
5535,A,Ship,6,1,271,4,low,F,9,1302,0
6162,F,Flight,4,1,241,3,medium,M,6,4558,0
10792,B,Ship,4,2,259,5,medium,M, *7 ,1042,1
6712,B,Flight,4,4,184,3,low,M, *7 ,4453,1
5873,C,Road,4,3,175,2,low,M,3,4200,0
10992,F,Ship,5,2,261,5,medium,M,9,1227,1
9381,A,Ship,5,2,194,4,low,M, *7 ,5650,1
8423,C,Ship,5,2,208,3,low,M,6,4744,1
6110,F,Ship,4,5,216,2,low,F, *7 ,5767,1
3641,C,Ship,3,2,159,3,medium,M,4,5577,1
8739,A,Ship,4,3,196,3,medium,F, *7 ,5541,0
10993,D,Ship,5,1,236,5,medium,M,3,1906,0
10432,B,Ship,4,2,156,3,medium,M,5,4946,1
4888,B,Ship,5,2,225,4,low,M,1,4328,1
7590,F,Ship,4,4,172,4,medium,M, *7 ,4834,0
9710,F,Road,4,3,219,6,medium,F,2,1634,0
3050,F,Ship,3,4,271,4,medium,F,16,2693,1
6318,F,Flight,5,3,238,5,medium,M,2,1150,1
8724,F,Ship,5,3,255,4,low,F,5,5870,0
10657,D,Ship,2,5,277,3,medium,M,6,1032,0
10313,C,Ship,3,5,236,3,medium,F,1,5220,0
9943,D,Ship,4,4,266,6,low,F,2,1776,1
932,F,Ship,3,2,135,3,low,M,27,1898,1
7604,F,Ship,4,1,240,4,medium,M, *7 ,4818,1
1017,A,Ship,4,1,167,3,high,F,22,1403,1
5039,C,Ship,6,1,264,4,low,M,10,1960,0
5029,D,Ship,3,5,149,2,medium,M,5,1023,0
4354,B,Ship,3,2,208,2,low,F, *7 ,4582,1
7263,A,Flight,5,2,240,2,medium,M,4,4447,1
5827,D,Ship,3,3,153,3,low,M, *7 ,5487,0
6265,D,Ship,6,4,244,4,medium,F,1,1179,1
3465,A,Ship,2,5,247,4,medium,M,4,5255,1
10350,F,Ship,4,4,185,3,low,F,2,5288,1
8821,D,Ship,7,2,307,4,low,M, *7 ,1551,0
3362,F,Ship,5,2,250,3,medium,F,6,5298,0
4529,C,Flight,6,1,263,6,low,M,10,5826,0
8019,A,Ship,4,1,226,5,medium,M,6,1510,1
6084,F,Ship,5,1,261,4,high,F,6,4852,0
3760,B,Ship,2,3,230,3,low,F,4,5127,0
4643,C,Road,4,3,204,2,low,F, *7 ,4717,1
8888,F,Road,3,4,219,6,low,F,2,1837,0
6161,C,Flight,4,5,210,2,medium,M,5,5683,0
5884,B,Road,3,2,157,2,low,F, *7 ,5228,0
10031,C,Ship,4,4,186,3,low,F, *7 ,4969,1
7371,A,Ship,3,1,271,2,medium,F, *7 ,4569,0
9419,C,Ship,5,4,238,6,low,M,6,1850,1
6446,F,Flight,4,3,224,2,medium,M, *7 ,5961,1
3743,C,Ship,4,5,231,3,low,M,4,5089,1
7255,D,Road,3,2,229,3,low,M,2,4447,1
8644,B,Flight,6,4,303,5,low,M,5,1195,1
4944,F,Flight,3,5,135,3,low,M,3,4938,0
5500,B,Ship,6,4,256,4,low,F,9,1676,0
2260,B,Ship,3,4,256,4,low,M,11,3030,1
4506,F,Road,4,4,142,10,high,F, *7 ,5425,1
8250,F,Ship,5,1,103,5,low,F,10,5413,1
7768,B,Ship,6,4,268,4,medium,M,9,1354,1
8130,F,Ship,4,4,104,4,low,M,6,4323,1
1252,B,Ship,3,1,254,3,medium,M,6,3496,1
5448,F,Ship,4,4,113,3,medium,F,1,5610,1
7188,F,Ship,5,3,256,5,medium,M,5,1080,1
5564,F,Ship,3,4,242,2,low,F,10,5559,1
8449,D,Ship,5,1,267,3,low,M, *7 ,5789,1
10224,F,Ship,5,3,242,5,low,F,6,1681,0
9177,A,Flight,5,5,233,6,medium,F,4,1924,1
3929,C,Ship,4,3,206,4,medium,M,1,4812,1
6143,C,Road,4,4,207,3,low,F,10,4533,0
4831,D,Ship,4,4,106,2,low,M,6,5984,0
9800,F,Ship,4,2,170,2,low,M,3,4299,0
8018,F,Ship,4,5,237,5,low,M,2,1357,1
7152,F,Ship,6,5,283,4,low,M,3,1374,1
4690,B,Ship,3,3,157,3,medium,M,10,4877,0
9567,A,Road,4,1,224,2,medium,M,2,4581,1
10393,D,Road,4,2,156,3,medium,M,1,4097,1
4946,F,Flight,5,1,240,3,high,M,10,5277,0
5374,B,Ship,3,3,254,2,medium,M, *7 ,4890,1
445,D,Ship,3,3,135,3,low,F,19,1366,1
3342,F,Ship,5,4,147,4,medium,M,6,4369,0
5289,A,Ship,2,3,110,5,low,M,3,4124,0
10739,C,Ship,4,1,255,5,medium,F,1,1918,1
5754,F,Flight,3,4,239,8,high,M,4,4192,0
9793,D,Ship,4,2,245,3,medium,M,1,4731,1
3883,D,Ship,5,3,282,3,medium,M,5,4644,1
5918,F,Ship,5,1,252,3,medium,M,2,4339,0
4741,D,Ship,3,1,144,3,medium,F,6,4163,0
6249,A,Ship,5,2,145,3,medium,M,2,4836,0
6036,F,Flight,5,2,130,4,medium,F,1,1877,0
2919,A,Ship,3,5,252,3,low,M,18,3701,1
1233,A,Flight,4,2,166,3,low,M,5,1610,1
5495,C,Flight,3,2,240,8,low,F,9,4908,0
7752,F,Ship,4,1,245,5,medium,M,1,1472,0
5012,F,Ship,6,2,152,2,low,M,6,1711,0
193,D,Ship,2,4,140,3,low,F, *7 ,1411,1
5192,F,Road,5,5,187,4,medium,F,9,5326,0
4616,F,Ship,2,2,254,2,low,F, *7 ,5827,0
9642,F,Ship,3,2,264,2,low,M,6,5702,1
10387,D,Road,3,2,180,6,medium,M,3,5780,1
6847,D,Flight,4,2,250,3,low,M,5,4488,1
8419,D,Ship,5,1,224,3,low,M, *7 ,5870,1
8912,F,Flight,6,5,243,4,low,F,6,1898,1
9968,F,Ship,5,4,266,2,medium,M,1,5494,0
3036,F,Ship,5,2,184,2,medium,M,27,3276,1
7010,F,Ship,4,3,169,2,high,M, *7 ,4032,1
7251,A,Road,5,1,177,2,medium,M,9,4881,0
4433,C,Ship,4,4,143,2,medium,F,3,5630,1
4081,D,Ship,3,4,265,3,medium,F, *7 ,5113,0
4734,F,Ship,3,5,265,3,medium,F, *7 ,5980,0
9226,B,Ship,5,4,244,6,high,F,3,4089,0
7239,A,Road,3,3,99,5,medium,M,9,5470,0
5985,A,Ship,4,5,198,7,medium,M,9,4249,1
3994,B,Ship,3,3,221,3,high,M,5,4568,1
1770,F,Road,4,5,263,3,medium,F,32,3723,1
7983,A,Ship,4,4,153,4,low,M,5,5162,0
8129,C,Ship,3,4,274,3,low,F, *7 ,5036,1
7308,F,Ship,2,5,101,3,low,M,10,4353,0
5638,B,Ship,3,2,215,3,medium,F,10,4198,1
7485,A,Ship,5,2,232,5,medium,F,10,1916,0
6145,D,Road,5,5,161,3,low,F,1,4470,1
9322,B,Flight,3,2,189,3,medium,F,2,4152,1
1338,F,Ship,3,4,165,4,medium,F, *7 ,1627,1
10154,F,Flight,6,3,254,5,medium,F, *7 ,1615,1
2809,D,Ship,3,2,146,4,low,M,13,1790,1
5950,B,Ship,4,3,198,7,medium,F,1,5315,0
10555,D,Flight,4,3,248,3,medium,F,5,4667,0
3768,F,Ship,5,4,189,3,low,M, *7 ,4741,1
10322,F,Ship,4,2,137,2,medium,M,3,4622,1
6956,F,Ship,5,2,257,3,low,F,2,4677,1
130,B,Road,4,5,224,4,medium,M,21,2026,1
5327,C,Road,6,1,250,3,low,M,5,5621,1
8059,D,Road,3,1,101,2,medium,F,1,5560,0
4002,F,Ship,2,3,205,3,low,M,1,5137,0
774,F,Ship,3,2,137,3,medium,F,23,1246,1
1313,C,Ship,2,2,139,3,medium,F,23,1283,1
1731,A,Ship,5,3,181,4,medium,F,32,3893,1
10175,C,Ship,4,4,196,3,medium,F,2,4320,1
2285,C,Ship,6,3,134,8,high,F,12,1371,1
3985,D,Flight,5,1,160,5,low,F,1,4672,0
828,F,Flight,4,2,209,2,low,F,23,2533,1
9775,D,Ship,5,4,190,3,medium,F,4,4424,1
4601,C,Ship,3,5,256,3,low,M, *7 ,4366,1
3115,D,Ship,4,2,217,3,low,M,1,3133,1
8601,A,Ship,6,5,287,4,low,M, *7 ,1465,0
7225,D,Ship,3,1,271,3,low,M,4,4108,0
6366,F,Ship,6,1,225,6,low,M, *7 ,5714,1
8633,C,Flight,7,1,255,4,medium,F,3,1450,0
4528,B,Flight,3,1,174,6,medium,F,4,4910,1
5279,C,Ship,6,4,298,4,medium,M,9,1629,0
6042,F,Flight,6,4,253,4,low,F, *7 ,1485,0
52,B,Ship,4,4,141,3,low,M,22,1735,1
1372,B,Flight,5,4,268,3,medium,M,6,2206,1
1403,C,Ship,5,4,199,4,low,M,24,3443,1
762,F,Ship,3,4,218,3,low,M,22,3818,1
10602,F,Ship,3,3,158,3,low,F,6,5261,1
1350,F,Road,2,4,257,6,low,M,5,3986,1
3938,F,Ship,5,3,248,2,low,F,6,5863,1
5847,A,Ship,5,5,193,5,high,F,4,5087,1
4980,F,Ship,4,5,227,2,low,M, *7 ,4414,0
2483,C,Flight,3,5,208,4,medium,M,12,3181,1
7667,C,Road,4,5,244,3,low,F, *7 ,4172,0
9525,A,Ship,3,5,258,3,low,F,5,4494,0
5377,D,Ship,4,4,236,2,medium,F,5,5266,0
5010,F,Ship,4,3,263,3,low,F,3,5253,0
7520,F,Road,4,4,155,3,low,F,2,4094,1
10679,C,Road,3,3,241,3,low,F,6,5261,0
3927,A,Ship,2,3,178,3,medium,F, *7 ,4451,1
3489,A,Ship,5,4,152,3,low,M,1,5314,1
6153,A,Road,3,1,226,3,low,F, *7 ,4002,0
10116,F,Road,4,5,237,5,medium,M,4,4917,0
2319,A,Road,5,2,187,2,medium,F,29,2863,1
528,F,Road,4,5,235,3,medium,F,22,2015,1
3821,C,Road,3,4,144,10,high,M, *7 ,4440,0
8360,F,Flight,6,3,255,4,medium,F, *7 ,1805,0
4665,A,Flight,3,3,178,4,high,M,3,4154,1
4116,F,Flight,4,2,203,3,low,F,9,5296,1
9169,D,Road,4,3,260,5,low,F, *7 ,1756,0
3675,A,Road,5,1,142,4,medium,F,2,4735,1
8848,B,Ship,4,3,224,3,medium,F,6,5054,1
3187,D,Ship,3,1,123,5,medium,F,10,4231,0
9481,D,Ship,3,5,184,2,high,M,3,4883,0
8973,A,Ship,4,5,243,4,low,F,1,5328,0
4011,A,Ship,2,5,154,3,medium,F,1,4377,0
1148,F,Ship,5,5,174,6,medium,F,26,1184,1
3356,F,Ship,2,4,162,3,high,F,2,5893,1
8359,D,Flight,6,4,275,4,medium,F,5,1989,0
9513,A,Ship,4,5,102,5,low,F,3,5767,0
8937,A,Ship,4,3,225,5,medium,M,3,1224,0
5083,D,Flight,3,1,161,3,low,M,9,4865,1
8536,B,Ship,3,5,154,10,high,F,10,5282,1
5565,A,Ship,4,2,272,3,medium,F,1,4933,1
1641,A,Flight,3,2,227,3,medium,M,21,2351,1
2455,D,Road,4,5,219,2,medium,F,28,2164,1
3447,A,Ship,5,4,237,2,low,M, *7 ,5600,1
10431,A,Ship,4,2,180,3,medium,M,6,4417,0
7597,D,Ship,3,5,224,2,low,F,10,4380,1
3168,F,Flight,3,2,129,3,high,M,9,4342,1
5069,C,Flight,5,2,233,3,high,F,4,4140,0
4544,F,Ship,6,5,291,4,low,M,3,1102,1
8491,D,Flight,4,1,194,2,medium,F,1,4198,0
10999,D,Ship,2,5,155,5,low,F,6,1639,0
9547,D,Ship,3,2,189,2,low,M,6,4488,1
4956,F,Ship,2,2,177,4,low,M, *7 ,5878,1
6494,F,Ship,7,3,133,5,low,F,4,1783,1
9251,C,Ship,4,2,198,3,medium,M,10,5487,1
9109,D,Ship,4,5,184,2,medium,F,2,4429,0
2524,B,Ship,5,5,133,10,medium,M,9,1724,1
9154,B,Road,5,1,226,6,low,M,5,1078,0
5257,D,Ship,6,5,292,4,low,F,10,1969,1
3879,A,Ship,5,2,205,4,low,M,6,5486,0
5582,F,Ship,5,5,266,2,medium,M, *7 ,5712,1
10908,F,Ship,2,1,125,4,low,M,1,4097,1
1260,F,Ship,5,1,144,2,low,F,20,1082,1
9227,C,Ship,4,2,247,2,medium,M, *7 ,4955,1
8839,D,Ship,5,1,232,5,low,M,6,1427,0
5055,A,Road,3,4,186,3,high,M,1,5922,1
9039,A,Flight,4,1,179,2,medium,F, *7 ,4605,0
10521,A,Ship,4,4,184,3,medium,F,9,4500,0
9854,F,Road,4,3,250,6,medium,M,2,4246,0
9935,C,Ship,4,4,274,6,low,M,10,1355,1
6916,B,Ship,5,3,262,5,low,F,10,1197,1
4510,B,Road,6,5,154,2,high,M, *7 ,4359,1
10846,B,Ship,4,5,272,4,medium,F,9,5034,1
105,A,Ship,3,3,218,3,low,M,3,2255,1
86,F,Ship,3,4,197,3,medium,M,13,2148,1
6264,F,Ship,7,2,276,4,low,M,9,1022,1
9354,F,Ship,6,3,285,4,medium,F,1,1606,0
10664,F,Road,5,4,262,6,low,M,3,1700,0
5389,D,Ship,3,3,211,4,low,M, *7 ,4733,0
10584,F,Ship,3,2,209,2,low,M,5,5713,0
9903,A,Ship,3,5,161,3,low,F,10,5663,1
6185,C,Ship,5,5,266,5,low,F,9,4500,0
8073,A,Road,2,3,263,3,low,M,10,5997,0
6953,C,Ship,5,3,135,3,high,M,4,5858,0
10700,F,Flight,4,4,255,6,low,F,9,1322,0
8336,F,Road,5,4,236,5,medium,F,2,1664,1
5453,C,Ship,3,2,135,7,medium,F,5,4716,0
714,F,Ship,3,3,273,2,medium,F,16,2466,1
6447,A,Flight,3,1,154,2,low,F,10,5594,1
9423,A,Ship,2,1,181,5,medium,M,3,1038,0
6901,D,Ship,5,5,260,5,low,F,6,1860,0
2132,F,Ship,3,3,109,2,medium,M,18,1661,1
9385,D,Ship,4,1,184,7,medium,F,6,4956,0
2727,A,Road,2,3,126,4,high,F,3,1364,1
7127,C,Flight,3,1,239,3,low,M,2,4425,0
10868,F,Ship,4,3,195,3,low,M, *7 ,4915,1
10,B,Flight,3,2,164,3,medium,F,29,1187,1
8703,A,Ship,4,3,228,3,medium,F,1,5408,1
9337,D,Ship,5,4,157,7,medium,F,9,4272,0
46,B,Ship,5,1,210,3,low,F,9,2944,1
9967,D,Ship,6,5,310,4,medium,F,10,1553,0
9458,F,Flight,4,4,260,5,low,F,5,1178,1
7628,F,Ship,5,5,223,3,low,M,5,4373,1
4492,B,Ship,5,1,174,3,low,M,10,4008,0
9832,B,Ship,2,3,269,2,low,M,3,5976,0
6976,B,Road,4,1,137,2,low,M,3,4657,0
2408,F,Ship,3,2,243,2,medium,M,26,2719,1
9754,B,Ship,3,5,202,2,medium,F, *7 ,4552,1
7556,F,Ship,3,4,235,2,medium,M, *7 ,4013,1
5612,F,Road,3,5,226,2,medium,M,3,4208,1
5672,F,Ship,4,2,246,3,low,F,1,5815,1
3998,F,Ship,3,4,173,2,low,M,5,4402,0
3160,B,Flight,3,1,162,8,high,F,10,5429,0
4967,C,Ship,4,1,198,3,medium,F,1,4090,0
8548,B,Ship,3,3,240,3,low,F,5,4888,1
5303,C,Ship,4,3,229,2,medium,F, *7 ,5868,0
8772,F,Flight,5,4,220,2,medium,M, *7 ,5073,0
9150,F,Ship,6,5,255,4,low,F,2,1218,1
1241,C,Flight,4,5,210,4,medium,F,28,3905,1
6917,C,Ship,7,4,261,5,low,M,6,1334,0
723,A,Ship,5,3,150,2,low,M,2,1682,1
10843,D,Ship,5,5,251,2,medium,F,5,5178,1
9637,D,Ship,4,4,251,5,medium,F,2,1329,1
9487,D,Ship,3,5,211,2,medium,F,9,4577,1
7750,B,Ship,3,1,131,4,low,M,1,1628,0
9742,B,Flight,2,5,151,3,medium,M,9,4767,1
4252,B,Flight,4,2,266,3,medium,M,4,4197,1
9352,B,Ship,7,1,267,4,medium,M,9,1261,1
919,D,Ship,3,4,188,3,high,M,11,3072,1
10809,A,Road,2,4,155,5,low,M,9,1740,1
9573,A,Road,3,1,195,5,low,F,4,4034,0
1287,A,Ship,2,2,192,2,low,F, *7 ,3127,1
10597,D,Ship,3,1,167,3,low,F,4,5943,1
6443,C,Flight,4,3,186,3,medium,F,9,5131,1
7805,C,Flight,3,3,244,4,medium,M,10,5181,0
8138,F,Ship,4,5,235,4,medium,M,6,4633,1
7087,D,Ship,4,1,266,4,low,M,3,5773,1
5337,A,Road,6,3,233,3,medium,F,9,4293,1
6625,D,Ship,3,2,263,3,low,F,3,5303,0
9395,C,Ship,3,1,193,10,high,F,1,4459,0
170,F,Ship,4,3,161,3,medium,F,28,1809,1
3142,B,Road,6,2,153,5,low,F,1,4597,1
3286,B,Flight,3,3,191,3,low,M,4,4586,0
6533,C,Ship,3,5,260,4,medium,F, *7 ,4162,1
7766,F,Ship,5,3,257,5,low,M, *7 ,1090,0
3747,A,Ship,2,2,180,2,high,M,1,4407,0
8080,B,Flight,4,3,117,3,medium,F,4,4666,0
1785,A,Flight,5,3,208,4,medium,M,10,2419,1
8101,D,Ship,4,1,165,3,medium,F,10,4574,0
3638,F,Ship,5,5,136,3,low,M,4,4218,1
7393,D,Road,5,3,174,3,medium,F,6,5064,1
10005,A,Flight,4,1,204,3,medium,M,3,4310,0
9421,D,Ship,6,2,292,4,medium,M,2,1149,1
5574,F,Ship,5,1,120,3,low,M, *7 ,4381,1
7933,D,Road,3,3,188,5,low,F,6,5713,0
7712,F,Ship,7,5,267,4,medium,F,10,1067,0
8670,F,Ship,4,4,189,2,medium,M,3,5837,1
10490,F,Ship,3,2,169,2,low,M,6,4033,0
3955,D,Road,3,2,269,4,medium,M,1,5797,0
8079,A,Flight,2,1,155,2,low,M,2,5661,1
9577,D,Road,3,4,192,4,medium,M,3,4030,0
10882,B,Ship,3,2,123,4,low,F,10,5891,0
10507,D,Ship,4,5,200,4,low,F,1,4885,0
5215,D,Flight,6,2,291,4,low,M, *7 ,1019,0
4765,D,Ship,3,4,191,2,medium,M, *7 ,5667,1
7019,C,Ship,6,1,206,6,medium,F, *7 ,4243,1
10274,F,Flight,3,4,214,2,low,M, *7 ,5256,1
4698,F,Ship,4,4,266,2,low,F,5,5601,0
1010,F,Ship,4,4,142,4,low,F, *7 ,1777,1
9962,F,Ship,5,4,256,5,low,M,2,1723,1
9315,A,Flight,3,1,230,2,low,F,4,4387,1
6564,F,Road,5,1,303,5,medium,F,4,1009,0
10582,B,Ship,4,2,152,4,medium,F,3,4006,0
4976,F,Ship,4,2,194,8,medium,M,10,5995,0
3720,F,Ship,3,1,252,4,high,M,4,4303,0
6683,C,Ship,5,4,245,3,high,M,4,4298,0
4591,D,Ship,5,3,210,3,high,F,4,4819,0
3218,F,Ship,4,1,164,4,low,M,6,4432,1
7932,F,Road,4,3,153,7,medium,F,4,4499,1
6113,C,Ship,4,1,225,2,medium,F,10,4577,1
9055,D,Flight,5,5,169,3,medium,M,2,5942,1
1322,F,Ship,3,1,191,3,low,F,4,3947,1
8567,C,Ship,4,5,183,4,low,M,3,5881,0
9909,A,Ship,4,5,258,5,medium,M,2,1481,0
7192,B,Ship,6,3,284,4,medium,M,4,1652,1
4579,D,Ship,4,4,218,2,low,M,4,4104,1
10470,F,Ship,4,2,262,6,medium,F,4,1644,1
9157,D,Road,6,2,257,4,low,F,5,1565,1
4615,D,Ship,6,4,112,4,medium,F,9,4005,1
7606,B,Ship,3,1,236,3,low,M,2,4298,0
10279,D,Flight,4,3,164,3,medium,F,4,4495,0
9428,F,Road,5,2,266,5,medium,M, *7 ,1367,0
10474,B,Ship,5,5,254,5,low,M, *7 ,1967,0
7840,B,Ship,3,4,273,2,medium,F,5,5223,0
623,C,Ship,3,4,253,3,low,M,6,3788,1
7576,B,Ship,4,4,259,3,low,F, *7 ,4223,1
9704,F,Road,7,3,274,5,low,F,9,1764,0
6445,D,Flight,2,2,149,3,low,F,4,4819,1
3729,A,Ship,5,2,181,3,low,M, *7 ,5875,0
3672,F,Ship,4,4,245,4,medium,M,4,5203,1
4164,F,Ship,2,5,221,3,low,M,2,5847,0
5123,C,Ship,4,5,176,4,medium,M,6,5061,0
5955,A,Ship,4,5,134,3,low,F, *7 ,5694,0
6809,C,Ship,3,3,242,2,low,F, *7 ,4501,0
10497,A,Ship,4,1,251,2,low,F,2,4839,1
5179,D,Ship,3,5,254,3,medium,M,3,4072,0
5797,D,Ship,4,3,207,5,high,F,6,4145,0
10210,B,Ship,3,1,158,5,low,M,4,1171,1
6330,F,Ship,4,3,228,3,medium,F,1,5129,1
8196,F,Road,3,5,147,3,medium,M,5,5357,1
7116,F,Road,3,1,199,3,medium,F, *7 ,4377,1
5407,D,Ship,4,3,161,2,medium,M,3,4391,1
140,F,Flight,5,1,237,2,low,F,10,3860,1
3928,B,Ship,3,1,227,3,low,M,10,4305,1
8962,B,Ship,6,4,257,6,low,F, *7 ,4265,0
8928,F,Ship,5,3,163,3,medium,M,1,1836,0
10963,D,Flight,4,1,261,4,medium,F, *7 ,5600,1
7686,F,Flight,6,1,201,4,low,F,5,4592,1
3852,F,Flight,2,3,263,3,medium,F,10,4779,0
5309,C,Ship,3,3,207,3,low,M, *7 ,4816,1
3555,A,Road,3,4,182,3,medium,F, *7 ,5409,1
6972,F,Road,3,5,151,2,medium,M, *7 ,4408,1
5707,D,Ship,4,2,260,3,medium,F,3,4661,1
10237,D,Ship,4,4,175,2,medium,F,10,4927,0
3878,F,Ship,4,3,250,6,medium,M, *7 ,5115,1
3315,A,Ship,6,4,168,2,high,M,6,5686,0
4525,D,Flight,2,4,170,5,low,M,10,5448,0
8677,D,Ship,3,1,207,4,low,F,9,5889,0
2094,F,Ship,3,3,190,10,medium,M,4,3062,1
7069,D,Ship,2,3,163,3,low,F,4,4862,0
9329,C,Flight,4,5,233,6,medium,M,1,5284,0
5499,A,Ship,7,3,281,4,low,M,1,1215,1
4023,A,Ship,5,5,194,4,medium,F,4,4003,0
8214,F,Road,4,5,179,3,low,F,4,4487,0
6040,B,Flight,6,1,242,5,low,F,5,1555,0
4839,A,Ship,2,2,251,6,medium,F,1,4165,1
5665,D,Ship,4,5,216,4,medium,F,1,4458,1
4335,A,Ship,5,2,152,3,low,F,2,4172,0
1101,A,Flight,5,2,260,2,medium,M,23,3962,1
2845,D,Ship,3,2,206,2,medium,F,28,2822,1
10506,F,Ship,4,2,136,4,low,F,3,4190,0
5542,B,Ship,4,4,260,2,low,M,3,5801,0
9535,D,Ship,3,1,131,6,medium,M, *7 ,5352,0
8475,A,Road,4,5,199,3,low,M,2,4462,0
3323,C,Ship,3,4,151,3,low,M,2,5712,1
8361,A,Flight,6,2,243,4,high,M,2,1665,1
